ticket_month,avg_csat,mom_change,rolling_3m_avg,low_csat_flag
2022-01,3.629575402635432,0.0,3.629575402635432,False
2022-02,3.644329896907216,0.01475449427178388,3.636952649771324,False
2022-03,3.5731523378582204,-0.07117755904899559,3.6156858791336233,False
2022-04,3.654490106544901,0.08133776868668052,3.6239907804367792,False
2022-05,3.6577287066246056,0.0032386000797046677,3.6284570503425755,False
2022-06,3.610852713178295,-0.04687599344631055,3.6410238421159336,False
2022-07,3.596694214876033,-0.014158498302262235,3.621758544892978,False
2022-08,3.594395280235988,-0.002298934640044603,3.600647402763439,False
2022-09,3.6276083467094704,0.03321306647348221,3.6062326139404974,False
2022-10,3.6847222222222222,0.05711387551275182,3.635575283055894,False
2022-11,3.6779661016949152,-0.006756120527307008,3.6634322235422023,False
2022-12,3.6104477611940298,-0.06751834050088545,3.6577120283703892,False
2023-01,3.638235294117647,0.027787532923617242,3.642216385668864,False
2023-02,3.646464646464647,0.008229352347000063,3.631715900592108,False
2023-03,3.627692307692308,-0.01877233877233886,3.637464082758201,False
2023-04,3.629449838187702,0.0017575304953938442,3.634535597448219,False
2023-05,3.591805766312594,-0.037644071875107876,3.616315970730868,False
2023-06,3.685897435897436,0.09409166958484194,3.6357176801325775,False
2023-07,3.612804878048781,-0.0730925578486552,3.6301693600862706,False
2023-08,3.661450924608819,0.048646046560038236,3.653384412851679,False
2023-09,3.606413994169096,-0.05503693043972335,3.6268899322755654,False
2023-10,3.648843930635838,0.0424299364667422,3.6389029498045846,False
2023-11,3.6430722891566254,-0.005771641479212608,3.6327767379871863,False
2023-12,3.5916542473919524,-0.05141804176467302,3.6278568223948056,False
2024-01,3.671212121212122,0.07955787382016943,3.6353128859202335,False
2024-02,3.678048780487805,0.006836659275683221,3.6469717163639594,False
2024-03,3.5976505139500734,-0.08039826653773163,3.648970471883333,False
2024-04,3.659270998415214,0.06162048446514046,3.6449900976176974,False
2024-05,3.6296296296296298,-0.0296413687855841,3.628850380664973,False
2024-06,3.75,0.12037037037037024,3.6796335426816147,False
